id,ageInDays,ageInDaysForYear,ageInYears,amateurClubName,amateurLeague,birthDate,birthPlace,countryCode,csPlayerId,draftDate,draftMasterId,draftYear,draftedByTeamId,firstName,height,lastName,notes,overallPickNumber,pickInRound,playerId,playerName,position,removedOutright,removedOutrightWhy,roundNumber,shootsCatches,supplementalDraft,teamPickHistory,triCode,weight
8768,7240.0,300.0,19.0,Lethbridge Broncos,WCHL,1958-08-19,"Viking, AB  CAN",CAN,,1978-06-15,16,1978,16,Darryl,71.0,Sutter,,179,8,8451801.0,Darryl Sutter,C,N,,11,L,N,CHI,CHI,175.0
8769,7503.0,198.0,20.0,Toledo Goaldiggers,IHL,1957-11-29,"Noranda, QC  CAN",CAN,,1978-06-15,16,1978,47,Robert,72.0,Sullivan,,180,9,8451782.0,Robert Sullivan,LW,N,,11,L,N,AFM,AFM,225.0
8770,7330.0,25.0,20.0,Verdun Black Hawks,QMJHL,1958-05-21,"Thetford Mines, QC  CAN",CAN,,1978-06-15,16,1978,19,Jean,71.0,Boutin,,181,10,8445631.0,Jean Boutin,LW,N,,11,L,N,STL,STL,170.0
8771,7208.0,268.0,19.0,U. of North Dakota,NCAA,1958-09-20,"Grand Forks, ND  USA",USA,,1978-06-15,16,1978,4,Mark,70.0,Berge,,182,11,8455578.0,Mark Berge,RW,N,,11,,N,PHI,PHI,200.0
8772,7362.0,57.0,20.0,Clarkson U.,NCAA,1958-04-19,"Acton, MA  USA",USA,,1978-06-15,16,1978,4,Ken,71.0,Moore,,183,12,8457417.0,Ken Moore,G,N,,11,,N,PHI,PHI,165.0
8773,7412.0,107.0,20.0,,Sweden,1958-02-28,"Linkoping, Sweden",SWE,,1978-06-15,16,1978,2,Christer,,Lowdahl,,184,13,,Christer Lowdahl,C,N,,11,,N,NYI,NYI,
8774,7152.0,212.0,19.0,Providence College,NCAA,1958-11-15,"Bloomington, MN  USA",USA,,1978-06-15,16,1978,19,John,70.0,Sullivan,,185,14,8458153.0,John Sullivan,RW,N,,11,,N,STL,STL,170.0
8775,7194.0,254.0,19.0,Hull Olympiques,QMJHL,1958-10-04,"Montreal, QC  CAN",CAN,,1978-06-15,16,1978,8,Daniel,68.0,Metivier,,186,15,8457374.0,Daniel Metivier,RW,N,,11,R,N,MTL,MTL,160.0
8776,7391.0,86.0,20.0,Regina Pats,WCHL,1958-03-21,"London, ON  CAN",CAN,,1978-06-15,16,1978,15,Paul,70.0,Hogan,,187,1,,Paul Hogan,LW,N,,12,L,N,WSH,WSH,159.0
8777,7384.0,79.0,20.0,Montreal Juniors,QMJHL,1958-03-28,"Sorel, QC  CAN",CAN,,1978-06-15,16,1978,19,Serge,72.0,Menard,,188,2,8457363.0,Serge Menard,RW,N,,12,R,N,STL,STL,196.0
8778,7313.0,8.0,20.0,Boston College,NCAA,1958-06-07,"Farmington, MN  USA",USA,,1978-06-15,16,1978,15,Steve,70.0,Barger,,189,3,8455516.0,Steve Barger,RW,N,,12,,N,WSH,WSH,189.0
8779,7136.0,196.0,19.0,,Finland,1958-12-01,"Tampere, Finland",FIN,,1978-06-15,16,1978,35,Jari,68.0,Viitala,,190,4,8458315.0,Jari Viitala,C,N,,12,L,N,CLR,CLR,174.0
8780,7328.0,23.0,20.0,R.P.I.,NCAA,1958-05-23,"Montreal, QC  CAN",CAN,,1978-06-15,16,1978,19,Donald,70.0,Boyd,,191,5,8445635.0,Donald Boyd,C,N,,12,L,N,STL,STL,169.0
8781,7388.0,83.0,20.0,,St. Laurent College,1958-03-24,"Montreal, QC  CAN",CAN,,1978-06-15,16,1978,3,Pierre,71.0,Daigneault,,192,6,8456003.0,Pierre Daigneault,RW,N,,12,L,N,NYR,NYR,185.0
8782,7366.0,61.0,20.0,Hull Olympiques,QMJHL,1958-04-15,"St. Laurent-Gallichan, QC  CAN",CAN,,1978-06-15,16,1978,26,Claude,68.0,Larochelle,,193,7,8448705.0,Claude Larochelle,C,N,,12,R,N,LAK,LAK,171.0
8783,7343.0,38.0,20.0,,Czechoslovakia,1958-05-08,"Prostejov, Czech Republic",CZE,,1978-06-15,16,1978,17,Ladislav,73.0,Svozil,,194,8,,Ladislav Svozil,LW,N,,12,L,N,DET,DET,185.0
8784,7357.0,52.0,20.0,St. Paul Vulcans,USHL,1958-04-24,"St. Paul, MN  USA",USA,,1978-06-15,16,1978,4,Jim,73.0,Olson,,195,9,,Jim Olson,LW,N,,12,R,N,PHI,PHI,210.0
8785,7424.0,119.0,20.0,Landshut EV,GERMANY,1958-02-16,"Landshut, Germany",DEU,,1978-06-15,16,1978,47,Bernhard,68.0,Engelbrecht,,196,10,,Bernhard Engelbrecht,G,N,,12,L,N,AFM,AFM,163.0
8786,7237.0,297.0,19.0,Providence College,NCAA,1958-08-22,"Kitchener, ON  CAN",CAN,,1978-06-15,16,1978,19,Paul,70.0,Stasiuk,,197,11,8458112.0,Paul Stasiuk,LW,N,,12,,N,STL,STL,169.0
8787,6889.0,314.0,18.0,Bratislava,Slovakia,1959-08-05,"Bratislava, Slovakia",SVK,,1978-06-15,16,1978,4,Anton,72.0,Stastny,,198,12,8451688.0,Anton Stastny,LW,Y,Unsigned,12,L,N,PHI,PHI,188.0
8788,7235.0,295.0,19.0,,Sweden,1958-08-24,"Gavle, Sweden",SWE,,1978-06-15,16,1978,2,Gunnar,72.0,Persson,,199,13,,Gunnar Persson,D,N,,12,L,N,NYI,NYI,181.0
8789,7218.0,278.0,19.0,Cologne,West Germany,1958-09-10,"Landshut, Germany",DEU,,1978-06-15,16,1978,19,Gerd,68.0,Truntschka,,200,14,,Gerd Truntschka,C,N,,12,,N,STL,STL,170.0
8790,7361.0,56.0,20.0,CSKA Moscow,Russia,1958-04-20,"Moscow, Russia",RUS,,1978-06-15,16,1978,8,Viacheslav,73.0,Fetisov,,201,15,8446789.0,Viacheslav Fetisov,D,Y,Unsigned,12,L,N,MTL,MTL,215.0
8791,7406.0,101.0,20.0,U. of Michigan,NCAA,1958-03-06,"Penticton, BC  CAN",CAN,,1978-06-15,16,1978,15,Rod,72.0,Pacholzuk,,202,1,8457600.0,Rod Pacholzuk,D,N,,13,L,N,WSH,WSH,190.0
8792,7317.0,12.0,20.0,,USSR,1958-06-03,"Ust-Kamenogorsk, Kazakhstan",KAZ,,1978-06-15,16,1978,19,Victor,69.0,Shkurdyuk,,203,2,,Victor Shkurdyuk,C,N,,13,,N,STL,STL,163.0
8793,7369.0,64.0,20.0,,Sweden,1958-04-12,"Kiruna, Sweden",SWE,,1978-06-15,16,1978,35,Ulf,70.0,Zetterstrom,,204,3,,Ulf Zetterstrom,C,N,,13,,N,CLR,CLR,154.0
8794,7158.0,218.0,19.0,St. Louis University,NCAA,1958-11-09,"Bloomington, MN  USA",USA,,1978-06-15,16,1978,19,Carl,,Bloomberg,,205,4,8455631.0,Carl Bloomberg,G,N,,13,,N,STL,STL,
8795,7230.0,290.0,19.0,Dartmouth College,NCAA,1958-08-29,"Ithaca, NY  USA",USA,,1978-06-15,16,1978,3,Chris,72.0,McLaughlin,,206,5,8457321.0,Chris McLaughlin,D,N,,13,L,N,NYR,NYR,170.0
8796,7303.0,363.0,19.0,Boston University,NCAA,1958-06-17,"Winnipeg, MB  CAN",CAN,,1978-06-15,16,1978,19,Terry,73.0,Kitching,,207,6,8456843.0,Terry Kitching,RW,N,,13,,N,STL,STL,195.0
8797,7449.0,144.0,20.0,Kingston Canadians,OHA,1958-01-22,"St. Mary's, ON  CAN",CAN,,1978-06-15,16,1978,17,Tom,76.0,Bailey,,208,7,,Tom Bailey,F,N,,13,R,N,DET,DET,190.0
8798,6744.0,169.0,18.0,Boston University,NCAA,1959-12-28,"New Haven, CT  USA",USA,,1978-06-15,16,1978,19,Brian,75.0,O'Connor,,209,8,,Brian O'Connor,D,N,,13,,N,STL,STL,211.0
8799,7168.0,228.0,19.0,Kingston Canadians,OHA,1958-10-30,"Sarnia, ON  CAN",CAN,,1978-06-15,16,1978,19,Brian,68.0,Crombeen,,210,9,8455968.0,Brian Crombeen,D,N,,13,,N,STL,STL,174.0
8800,7444.0,139.0,20.0,Oshawa Generals,OHA,1958-01-27,"Toronto, ON  CAN",CAN,,1978-06-15,16,1978,19,Mike,74.0,Pidgeon,,211,10,8457673.0,Mike Pidgeon,C,N,,13,L,N,STL,STL,188.0
8801,7157.0,217.0,19.0,U. of Michigan,NCAA,1958-11-10,"Duluth, MN  USA",USA,,1978-06-15,16,1978,8,Jeffrey,72.0,Mars,,212,11,8457220.0,Jeffrey Mars,RW,N,,13,R,N,MTL,MTL,200.0
8802,7321.0,16.0,20.0,Windsor Spitfires,OHA,1958-05-30,"Toronto, ON  CAN",CAN,,1978-06-15,16,1978,15,Wes,71.0,Jarvis,,213,1,8448260.0,Wes Jarvis,C,N,,14,L,N,WSH,WSH,185.0
8803,7432.0,127.0,20.0,Harvard U.,NCAA,1958-02-08,"Cambridge, MA  USA",USA,,1978-06-15,16,1978,19,John,72.0,Cochrane,,214,2,8455900.0,John Cochrane,RW,N,,14,,N,STL,STL,180.0
8804,7441.0,136.0,20.0,Oshawa Generals,OHA,1958-01-30,"Sudbury, ON  CAN",CAN,,1978-06-15,16,1978,15,Ray,71.0,Irwin,,215,3,,Ray Irwin,D,N,,14,L,N,WSH,WSH,180.0
8805,7108.0,168.0,19.0,Boston College,NCAA,1958-12-29,"Minneapolis, MN  USA",USA,,1978-06-15,16,1978,19,Joe,70.0,Casey,,216,4,8455816.0,Joe Casey,D,N,,14,,N,STL,STL,168.0
8806,7365.0,60.0,20.0,Boston University,NCAA,1958-04-16,"Newton, MA  USA",USA,,1978-06-15,16,1978,3,Todd,70.0,Johnson,,217,5,8456738.0,Todd Johnson,C,N,,14,L,N,NYR,NYR,175.0
8807,7267.0,327.0,19.0,Princeton University,NCAA,1958-07-23,"Weston, MA  USA",USA,,1978-06-15,16,1978,19,Jim,74.0,Farrell,,218,6,,Jim Farrell,C,N,,14,,N,STL,STL,185.0
8808,7182.0,242.0,19.0,Flin Flon Bombers,WCHL,1958-10-16,"Hudson Bay, SK  CAN",CAN,,1978-06-15,16,1978,17,Larry,71.0,Lozinski,,219,7,8448899.0,Larry Lozinski,G,N,,14,L,N,DET,DET,175.0
8809,7157.0,217.0,19.0,Providence College,NCAA,1958-11-10,"Rockton, MA  USA",USA,,1978-06-15,16,1978,19,Frank,70.0,Johnson,,220,8,8456731.0,Frank Johnson,D,N,,14,,N,STL,STL,174.0
8810,7226.0,286.0,19.0,Yale University,NCAA,1958-09-02,"Moose Jaw, SK  CAN",CAN,,1978-06-15,16,1978,19,Blair,71.0,Wheeler,,221,9,8458380.0,Blair Wheeler,D,N,,14,,N,STL,STL,180.0
8811,7182.0,242.0,19.0,Northern Michigan U.,NCAA,1958-10-16,"St. Clair Shores, MI  USA",USA,,1978-06-15,16,1978,8,Greg,73.0,Tignanelli,,222,10,8458222.0,Greg Tignanelli,RW,N,,14,,N,MTL,MTL,203.0
8812,7374.0,69.0,20.0,Sudbury Wolves,OHA,1958-04-07,"St. Mary's, ON  CAN",CAN,,1978-06-15,16,1978,3,Dan,70.0,McCarthy,,223,1,8449349.0,Dan McCarthy,C,N,,15,L,N,NYR,NYR,174.0
8813,7227.0,287.0,19.0,New Westminster Bruins,WCHL,1958-09-01,"Edmonton, AB  CAN",CAN,,1978-06-15,16,1978,17,Randal,74.0,Betty,,224,2,8455595.0,Randal Betty,LW,N,,15,L,N,DET,DET,216.0
8814,7213.0,273.0,19.0,St. Lawrence University,NCAA,1958-09-15,"Montreal, QC  CAN",CAN,,1978-06-15,16,1978,8,George,73.0,Goulakos,,225,3,8456409.0,George Goulakos,LW,N,,15,L,N,MTL,MTL,180.0
8815,,,,St. Lawrence University,NCAA,,"Oshawa, ON  CAN",CAN,,1978-06-15,16,1978,17,Brian,72.0,Crawley,,226,1,8455967.0,Brian Crawley,D,N,,16,L,N,DET,DET,175.0
8816,7272.0,332.0,19.0,Colgate U.,NCAA,1958-07-18,"Oakville, ON  CAN",CAN,,1978-06-15,16,1978,8,Ken,72.0,Moodie,,227,2,8457414.0,Ken Moodie,RW,N,,16,R,N,MTL,MTL,200.0
8817,,,,Toronto Marlboros,OHA,,"Stouffville, ON  CAN",CAN,,1978-06-15,16,1978,17,Douglas,70.0,Feasby,,228,1,8456229.0,Douglas Feasby,C,N,,17,L,N,DET,DET,170.0
8818,7333.0,28.0,20.0,U. of Vermont,NCAA,1958-05-18,"Montreal, QC  CAN",CAN,,1978-06-15,16,1978,8,Serge,68.0,Leblanc,,229,2,8457027.0,Serge Leblanc,D,N,,17,R,N,MTL,MTL,172.0
8819,7384.0,79.0,20.0,Merrimack College,NCAA,1958-03-28,"Sudbury, MA  USA",USA,,1978-06-15,16,1978,8,Robert,71.0,Magnuson,,230,1,8457178.0,Robert Magnuson,C,N,,18,L,N,MTL,MTL,165.0
8820,7431.0,126.0,20.0,Northeastern U.,NCAA,1958-02-09,"Boston, MA  USA",USA,,1978-06-15,16,1978,8,Chris,72.0,Nilan,,231,1,8449883.0,Chris Nilan,RW,N,,19,R,N,MTL,MTL,205.0
8821,7249.0,309.0,19.0,St. Lawrence University,NCAA,1958-08-10,"Toronto, ON  CAN",CAN,,1978-06-15,16,1978,8,Rick,73.0,Wilson,,232,1,,Rick Wilson,G,N,,20,L,N,MTL,MTL,187.0
8822,7175.0,235.0,19.0,Chicoutimi Sagueneens,QMJHL,1958-10-23,"Nouvelle, QC  CAN",CAN,,1978-06-15,16,1978,8,Louis,70.0,Sleigher,,233,1,8451432.0,Louis Sleigher,RW,N,,21,R,N,MTL,MTL,200.0
8823,7446.0,141.0,20.0,Billings Bighorns,WCHL,1958-01-25,"Orillia, ON  CAN",CAN,,1978-06-15,16,1978,8,Douglas,68.0,Robb,,234,1,8450895.0,Douglas Robb,RW,N,,22,L,N,MTL,MTL,176.0
8824,7515.0,210.0,20.0,Birmingham Bulls,WHA,1959-01-11,"Byron, ON  CAN",CAN,,1979-08-09,17,1979,35,Rob,74.0,Ramage,,1,1,8450642.0,Rob Ramage,D,N,,1,R,N,CLR,CLR,200.0
8825,7458.0,153.0,20.0,Portland Winter Hawks,WHL,1959-03-09,"Bentley, AB  CAN",CAN,,1979-08-09,17,1979,19,Perry,74.0,Turnbull,,2,2,8451992.0,Perry Turnbull,C,N,,1,L,N,STL,STL,200.0
8826,7497.0,192.0,20.0,Sudbury Wolves,OHA,1959-01-29,"Sudbury, ON  CAN",CAN,,1979-08-09,17,1979,17,Mike,74.0,Foligno,,3,3,8446876.0,Mike Foligno,RW,N,,1,R,N,DET,DET,195.0
8827,7224.0,284.0,19.0,Cincinnati Stingers,WHA,1959-10-29,"Ottawa, ON  CAN",CAN,,1979-08-09,17,1979,15,Mike,72.0,Gartner,,4,4,8447067.0,Mike Gartner,RW,N,,1,R,N,WSH,WSH,190.0
8828,7392.0,87.0,20.0,Birmingham Bulls,WHA,1959-05-14,"Ottawa, ON  CAN",CAN,,1979-08-09,17,1979,23,Rick,73.0,Vaive,,5,5,8452152.0,Rick Vaive,RW,N,,1,R,N,VAN,VAN,198.0
8829,7346.0,41.0,20.0,Sault Ste. Marie Greyhounds,OHA,1959-06-29,"Stratford, ON  CAN",CAN,,1979-08-09,17,1979,31,Craig,73.0,Hartsburg,,6,6,8447667.0,Craig Hartsburg,D,N,,1,L,N,MNS,MNS,200.0
8830,7034.0,95.0,19.0,Portland Winter Hawks,WHL,1960-05-06,"Corner Brook, NL  CAN",CAN,,1979-08-09,17,1979,16,Keith,73.0,Brown,,7,7,8445713.0,Keith Brown,D,N,,1,R,N,CHI,CHI,192.0
8831,6798.0,224.0,18.0,Verdun Black Hawks,QMJHL,1960-12-28,"Montreal, QC  CAN",CAN,,1979-08-09,17,1979,6,Ray,72.0,Bourque,,8,8,8445621.0,Ray Bourque,D,N,,1,L,N,BOS,BOS,223.0
8832,7005.0,66.0,19.0,Brandon Wheat Kings,WHL,1960-06-04,"Major, SK  CAN",CAN,,1979-08-09,17,1979,10,Laurie,72.0,Boschman,,9,9,8445603.0,Laurie Boschman,C,N,,1,L,N,TOR,TOR,185.0
8833,6948.0,9.0,19.0,Oshawa Generals,OHA,1960-07-31,"Toronto, ON  CAN",CAN,,1979-08-09,17,1979,31,Tom,74.0,McCarthy,,10,10,8449348.0,Tom McCarthy,LW,N,,1,L,N,MNS,MNS,200.0
8834,6823.0,249.0,18.0,U. of Minnesota,NCAA,1960-12-03,"Minneapolis, MN  USA",USA,,1979-08-09,17,1979,7,Mike,75.0,Ramsey,,11,11,8450645.0,Mike Ramsey,D,N,,1,L,N,BUF,BUF,195.0
8835,7153.0,213.0,19.0,Kitchener Rangers,OHA,1960-01-08,"Kitchener, ON  CAN",CAN,,1979-08-09,17,1979,47,Paul,70.0,Reinhart,,12,12,8450795.0,Paul Reinhart,D,N,,1,L,N,AFM,AFM,205.0
8836,7285.0,345.0,19.0,Kitchener Rangers,OHA,1959-08-29,"Glace Bay, NS  CAN",CAN,,1979-08-09,17,1979,3,Doug,74.0,Sulliman,,13,13,8451778.0,Doug Sulliman,LW,N,,1,L,N,NYR,NYR,209.0
8837,7480.0,175.0,20.0,Brandon Wheat Kings,WHL,1959-02-15,"Lanigan, SK  CAN",CAN,,1979-08-09,17,1979,4,Brian,70.0,Propp,,14,14,8450595.0,Brian Propp,LW,N,,1,L,N,PHI,PHI,195.0
8838,7438.0,133.0,20.0,Brandon Wheat Kings,WHL,1959-03-29,"Dodsland, SK  CAN",CAN,,1979-08-09,17,1979,6,Brad,71.0,McCrimmon,,15,15,8449403.0,Brad McCrimmon,D,N,,1,L,N,BOS,BOS,197.0
8839,7388.0,83.0,20.0,Kingston Canadians,OHA,1959-05-18,"Paris, ON  CAN",CAN,,1979-08-09,17,1979,26,Jay,73.0,Wells,,16,16,8452366.0,Jay Wells,D,N,,1,L,N,LAK,LAK,210.0
8840,7085.0,146.0,19.0,Lethbridge Broncos,WHL,1960-03-16,"Viking, AB  CAN",CAN,,1979-08-09,17,1979,2,Duane,72.0,Sutter,,17,17,8451800.0,Duane Sutter,RW,N,,1,R,N,NYI,NYI,189.0
8841,7463.0,158.0,20.0,Brandon Wheat Kings,WHL,1959-03-04,"Cranbrook, BC  CAN",CAN,,1979-08-09,17,1979,34,Ray,70.0,Allison,,18,18,8444913.0,Ray Allison,RW,N,,1,R,N,HFD,HFD,195.0
8842,7419.0,114.0,20.0,Sherbrooke Beavers,QMJHL,1959-04-17,"Montreal, QC  CAN",CAN,,1979-08-09,17,1979,33,Jimmy,72.0,Mann,,19,19,8449119.0,Jimmy Mann,RW,N,,1,R,N,WIN,WIN,205.0
8843,7049.0,110.0,19.0,Birmingham Bulls,WHA,1960-04-21,"Peribonqua, QC  CAN",CAN,,1979-08-09,17,1979,32,Michel,73.0,Goulet,,20,20,8447310.0,Michel Goulet,LW,N,,1,L,N,QUE,QUE,195.0
8844,7421.0,116.0,20.0,Quebec Remparts,QMJHL,1959-04-15,"Lachute, QC  CAN",CAN,,1979-08-09,17,1979,22,Kevin,74.0,Lowe,,21,21,8448884.0,Kevin Lowe,D,N,,1,L,N,EDM,EDM,200.0
8845,7335.0,30.0,20.0,Portland Winter Hawks,WHL,1959-07-10,"Red Deer, AB  CAN",CAN,,1979-08-09,17,1979,4,Blake,72.0,Wesley,,22,1,8452370.0,Blake Wesley,D,N,,2,L,N,PHI,PHI,200.0
8846,7386.0,81.0,20.0,Brandon Wheat Kings,WHL,1959-05-20,"Peterborough, ON  CAN",CAN,,1979-08-09,17,1979,47,Michael,72.0,Perovich,,23,2,8450309.0,Michael Perovich,D,N,,2,L,N,AFM,AFM,202.0
8847,7388.0,83.0,20.0,Seattle Breakers,WHL,1959-05-18,"Quesnel, BC  CAN",CAN,,1979-08-09,17,1979,15,Errol,69.0,Rausse,,24,3,8450655.0,Errol Rausse,LW,N,,2,L,N,WSH,WSH,178.0
8848,7058.0,119.0,19.0,,Sweden,1960-04-12,"Falun, Sweden",SWE,,1979-08-09,17,1979,2,Tomas,70.0,Jonsson,,25,4,8448370.0,Tomas Jonsson,D,N,,2,L,N,NYI,NYI,185.0
8849,7022.0,83.0,19.0,Saskatoon Blades,WHL,1960-05-18,"Saskatoon, SK  CAN",CAN,,1979-08-09,17,1979,23,Brent,73.0,Ashton,,26,5,8445118.0,Brent Ashton,LW,N,,2,L,N,VAN,VAN,210.0
8850,7482.0,177.0,20.0,Birmingham Bulls,WHA,1959-02-13,"North Bay, ON  CAN",CAN,,1979-08-09,17,1979,8,Gaston,73.0,Gingras,,27,6,8447205.0,Gaston Gingras,D,N,,2,L,N,MTL,MTL,200.0
8851,7255.0,315.0,19.0,Peterborough Petes,OHA,1959-09-28,"Windsor, ON  CAN",CAN,,1979-08-09,17,1979,16,Tim,68.0,Trimper,,28,7,8451957.0,Tim Trimper,LW,N,,2,L,N,CHI,CHI,185.0
8852,7369.0,64.0,20.0,London Knights,OHA,1959-06-06,"Cobourg, ON  CAN",CAN,,1979-08-09,17,1979,26,Dean,73.0,Hopkins,,29,8,8447962.0,Dean Hopkins,RW,N,,2,R,N,LAK,LAK,210.0
8853,7494.0,189.0,20.0,Montreal Juniors,QMJHL,1959-02-01,"Semaden, Switzerland",CHE,,1979-08-09,17,1979,26,Mark,71.0,Hardy,,30,9,8447569.0,Mark Hardy,D,N,,2,L,N,LAK,LAK,195.0
8854,6910.0,336.0,18.0,Brantford Alexanders,OHA,1960-09-07,"Toronto, ON  CAN",CAN,,1979-08-09,17,1979,5,Paul,74.0,Marshall,,31,10,8449230.0,Paul Marshall,LW,N,,2,,N,PIT,PIT,182.0
8855,7113.0,173.0,19.0,Lethbridge Broncos,WHL,1960-02-17,"Warburg, AB  CAN",CAN,,1979-08-09,17,1979,7,Lindy,74.0,Ruff,,32,11,8451053.0,Lindy Ruff,LW,N,,2,L,N,BUF,BUF,201.0
8856,7380.0,75.0,20.0,London Knights,OHA,1959-05-26,"Kincardine, ON  CAN",CAN,,1979-08-09,17,1979,47,Pat,68.0,Riggin,,33,12,8450835.0,Pat Riggin,G,N,,2,L,N,AFM,AFM,169.0
8857,7486.0,181.0,20.0,Ottawa 67's,OHA,1959-02-09,"Bowling Green, OH  USA",USA,,1979-08-09,17,1979,3,Ed,74.0,Hospodar,,34,13,8447980.0,Ed Hospodar,D,N,,2,R,N,NYR,NYR,210.0
8858,7382.0,77.0,20.0,,Sweden,1959-05-24,"Stockholm, Sweden",SWE,,1979-08-09,17,1979,4,Pelle,69.0,Lindbergh,,35,14,8448853.0,Pelle Lindbergh,G,N,,2,L,N,PHI,PHI,198.0
8859,7129.0,189.0,19.0,Lethbridge Broncos,WHL,1960-02-01,"Vancouver, BC  CAN",CAN,,1979-08-09,17,1979,6,Douglas,70.0,Morrison,,36,15,8449702.0,Douglas Morrison,RW,N,,2,R,N,BOS,BOS,185.0
8860,7222.0,282.0,19.0,,Sweden,1959-10-31,"Kiruna, Sweden",SWE,,1979-08-09,17,1979,8,Mats,66.0,Naslund,,37,16,8449796.0,Mats Naslund,LW,N,,2,L,N,MTL,MTL,160.0
8861,7507.0,202.0,20.0,London Knights,OHA,1959-01-19,"Toronto, ON  CAN",CAN,,1979-08-09,17,1979,2,Billy,70.0,Carroll,,38,17,8445983.0,Billy Carroll,C,N,,2,L,N,NYI,NYI,190.0
8862,7084.0,145.0,19.0,Peterborough Petes,OHA,1960-03-17,"Toronto, ON  CAN",CAN,,1979-08-09,17,1979,34,Stuart,73.0,Smith,,39,18,8451561.0,Stuart Smith,D,N,,2,R,N,HFD,HFD,200.0
8863,7394.0,89.0,20.0,U. of North Dakota,NCAA,1959-05-12,"Warroad, MN  USA",USA,,1979-08-09,17,1979,33,Dave,72.0,Christian,,40,19,8446079.0,Dave Christian,RW,N,,2,R,N,WIN,WIN,180.0
8864,6948.0,9.0,19.0,Sudbury Wolves,OHA,1960-07-31,"Petrolia, ON  CAN",CAN,,1979-08-09,17,1979,32,Dale,70.0,Hunter,,41,20,8448117.0,Dale Hunter,C,N,,2,L,N,QUE,QUE,200.0
8865,7193.0,253.0,19.0,U. of Minnesota,NCAA,1959-11-29,"Roseau, MN  USA",USA,,1979-08-09,17,1979,31,Neal,70.0,Broten,,42,1,8445724.0,Neal Broten,C,N,,3,L,N,MNS,MNS,175.0
8866,7297.0,357.0,19.0,Edmonton Oil Kings,WHL,1959-08-17,"Calgary, AB  CAN",CAN,,1979-08-09,17,1979,8,Craig,69.0,Levie,,43,2,8448816.0,Craig Levie,D,N,,3,R,N,MTL,MTL,191.0
8867,7083.0,144.0,19.0,Chicoutimi Sagueneens,QMJHL,1960-03-18,"Sept-Iles, QC  CAN",CAN,,1979-08-09,17,1979,8,Guy,71.0,Carbonneau,,44,3,8446036.0,Guy Carbonneau,C,N,,3,R,N,MTL,MTL,186.0
8868,7193.0,253.0,19.0,Kitchener Rangers,OHA,1959-11-29,"Toronto, ON  CAN",CAN,,1979-08-09,17,1979,17,Jody,72.0,Gage,,45,4,8446996.0,Jody Gage,RW,N,,3,R,N,DET,DET,190.0
8869,6902.0,328.0,18.0,New Westminster Bruins,WHL,1960-09-15,"Edmonton, AB  CAN",CAN,,1979-08-09,17,1979,17,Boris,75.0,Fistric,,46,5,8456258.0,Boris Fistric,D,N,,3,L,N,DET,DET,220.0
8870,7464.0,159.0,20.0,Peterborough Petes,OHA,1959-03-03,"Paris, ON  CAN",CAN,,1979-08-09,17,1979,23,Ken,68.0,Ellacott,,47,6,8446625.0,Ken Ellacott,G,N,,3,L,N,VAN,VAN,154.0
8871,6777.0,203.0,18.0,Cincinnati Stingers,WHA,1961-01-18,"Edmonton, AB  CAN",CAN,,1979-08-09,17,1979,22,Mark,74.0,Messier,,48,7,8449573.0,Mark Messier,C,N,,3,L,N,EDM,EDM,211.0
8872,7083.0,144.0,19.0,Peterborough Petes,OHA,1960-03-18,"Toronto, ON  CAN",CAN,,1979-08-09,17,1979,16,Bill,70.0,Gardner,,49,8,8447039.0,Bill Gardner,C,N,,3,L,N,CHI,CHI,180.0
8873,7207.0,267.0,19.0,New Westminster Bruins,WHL,1959-11-15,"Edmonton, AB  CAN",CAN,,1979-08-09,17,1979,26,John Paul,73.0,Kelly,,50,9,8448435.0,John Paul Kelly,LW,N,,3,L,N,LAK,LAK,215.0
8874,6953.0,14.0,19.0,Verdun Black Hawks,QMJHL,1960-07-26,"St. Leonard, QC  CAN",CAN,,1979-08-09,17,1979,10,Norm,72.0,Aubin,,51,10,8445167.0,Norm Aubin,C,N,,3,L,N,TOR,TOR,185.0
8875,7230.0,290.0,19.0,Kitchener Rangers,OHA,1959-10-23,"Kitchener, ON  CAN",CAN,,1979-08-09,17,1979,5,Bennett,75.0,Wolf,,52,11,8452521.0,Bennett Wolf,D,N,,3,,N,PIT,PIT,205.0
8876,7071.0,132.0,19.0,Victoria Cougars,WHL,1960-03-30,"Prince Albert, SK  CAN",CAN,,1979-08-09,17,1979,7,Mark,72.0,Robinson,,53,12,8457827.0,Mark Robinson,D,N,,3,L,N,BUF,BUF,187.0
8877,6907.0,333.0,18.0,Seattle Breakers,WHL,1960-09-10,"Calgary, AB  CAN",CAN,,1979-08-09,17,1979,47,Tim,74.0,Hunter,,54,13,8448118.0,Tim Hunter,RW,N,,3,R,N,AFM,AFM,200.0
8878,7158.0,218.0,19.0,Trois Rivieres Draveurs,QMJHL,1960-01-03,"Noranda, QC  CAN",CAN,,1979-08-09,17,1979,7,Jacques,67.0,Cloutier,,55,14,8446089.0,Jacques Cloutier,G,N,,3,L,N,BUF,BUF,168.0
8879,6835.0,261.0,18.0,Billings Bighorns,WHL,1960-11-21,"Oxbow, SK  CAN",CAN,,1979-08-09,17,1979,4,Lindsay,74.0,Carson,,56,15,8446007.0,Lindsay Carson,C,N,,3,L,N,PHI,PHI,195.0
